Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LTC,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,Status
1747,Purchase,Residential,1,80.00%,62.99%,80.00%,10.00%,3333.33,1.00%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,$10-40 Million,Very Experienced,A-,12,6
1748,Purchase,Mixed Use,6,78.67%,67.38%,74.67%,9.99%,2355.98,1.50%,0.00%,Urban,Moderate,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B+,15,3
1749,Purchase,Residential,1,85.00%,69.09%,82.61%,9.00%,1425,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,B+,14,1
1750,Purchase,Residential,1,79.17%,68.89%,80.21%,8.50%,4391.67,1.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A-,13,1
1751,Purchase,Residential,2,78.80%,61.73%,85.41%,8.75%,4951.04,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,13,1
1752,Purchase,Residential,2,80.00%,68.29%,84.85%,8.75%,5104.17,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,2
1753,Purchase,Residential,1,74.29%,65.45%,80.00%,9.00%,2700,2.00%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Experienced,B,16,1
1754,Refinance,Land,0,50.00%,64.58%,129.22%,13.00%,33583.33,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$10-40 Million,Very Experienced,A,9,10
1755,Refinance,Residential,1,72.64%,70.97%,96.55%,8.75%,16041.67,1.00%,0.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,No Experience,C+,18,1
1756,Purchase,Residential,1,70.65%,61.77%,85.12%,9.25%,2821.25,0.50%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,< $10 Million,Moderate Experience,B,16,1
1757,Purchase,Residential,1,64.97%,71.47%,84.98%,8.00%,7146.67,2.00%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A,10,1
1758,Refinance,Residential,1,57.25%,0.00%,404.99%,9.50%,14780.42,1.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,No Experience,B,16,1
1759,Purchase,Residential,1,58.75%,62.65%,81.92%,9.00%,7987.5,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,A-,13,1
1760,Refinance,Multi-Family,12,75.05%,0.00%,0.00%,5.80%,9521.67,1.00%,0.00%,Urban,Moderate,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,5,2
1761,Purchase,Residential,1,85.00%,70.44%,71.48%,9.00%,4755,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,15,9
1762,Refinance,Residential,1,62.40%,0.00%,162.50%,7.95%,8612.5,1.00%,0.25%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,13,1
1763,Refinance,Land,0,44.42%,23.16%,36.05%,13.00%,16120,3.00%,0.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,7
1764,Refinance,Multi-Family,18,74.94%,65.21%,72.12%,11.00%,4363.33,3.00%,0.00%,Urban,Low,Value-Add,No,550-619,Very Poor,< $10 Million,Moderate Experience,C+,18,3
1765,Refinance,Land,0,44.39%,23.14%,36.02%,13.00%,16109.17,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,7
1766,Refinance(CEMA),Land,0,50.00%,0.00%,70.59%,12.00%,6000,2.00%,2.00%,Urban,Low,Ground Up,Yes,620-649,Very Poor,< $10 Million,New to Market/Phase,B-,17,2
1767,Refinance(CEMA),Residential,2,71.82%,70.22%,144.95%,9.00%,11850,1.00%,0.75%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,A-,13,1
1768,Purchase,Residential,1,80.22%,68.15%,85.34%,8.75%,3354.17,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,1
1769,Refinance,Land,0,40.00%,60.77%,56.43%,12.00%,2370,4.00%,2.00%,Urban,Low,Ground Up,Yes,620-649,Very Poor,< $10 Million,Moderate Experience,B+,15,1
1770,Refinance,Mixed Use,12,65.00%,0.00%,0.00%,5.35%,8403.96,1.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Experienced,A,9,2
1771,Refinance,Multi-Family,12,70.00%,0.00%,0.00%,6.65%,9503.96,1.00%,0.00%,Urban,Hign,Stabilized,No,620-649,Very Poor,$10-40 Million,Experienced,A-,12,2
1772,Purchase,Land,0,42.67%,70.67%,80.00%,10.00%,3533.33,2.00%,1.00%,Suburban,Low,Ground Up,Yes,700-759,Good,$10-40 Million,Experienced,A,11,5
1773,Purchase,Land,0,50.00%,12.50%,14.15%,10.00%,625,2.00%,0.00%,Suburban,Low,Ground Up,Yes,700-759,Good,$10-40 Million,Experienced,B,16,5
1774,Purchase,Mixed Use,17,59.82%,55.83%,75.97%,9.99%,13944.38,3.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Very Experienced,A+,7,1
1775,Purchase,Residential,1,67.07%,63.16%,80.46%,9.00%,900,2.50%,1.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Very Experienced,A,11,1
1776,Refinance,Land,0,50.00%,26.44%,39.52%,13.00%,18687.5,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,5
1777,Refinance,Multi-Family,24,75.01%,73.80%,220.10%,13.00%,49367.5,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
1778,Purchase,Land,0,58.40%,56.64%,74.96%,11.00%,13759.17,2.00%,0.00%,Urban,Low,Ground Up,Yes,760-850,Excellent,$10-40 Million,Moderate Experience,A,11,2
1779,Refinance,Land,0,50.03%,64.99%,128.41%,13.00%,32738.33,2.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$10-40 Million,Very Experienced,A,9,10
1780,Purchase,Multi-Family,9,77.00%,57.75%,62.22%,9.25%,10683.75,2.00%,0.00%,Urban,Hign,Stabilized,No,680-699,High Acceptable,< $10 Million,Experienced,A,11,3
1781,Purchase,Residential,2,85.43%,57.53%,84.00%,8.00%,2800,2.01%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A,11,1
1782,Refinance(CEMA),Multi-Family,10,75.00%,0.00%,0.00%,6.10%,13038.75,2.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$41-100 Million,Very Experienced,A+,6,2
1783,Purchase,Residential,1,72.04%,66.00%,85.16%,8.75%,2887.5,2.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Experienced,A-,12,1
1784,Refinance(CEMA),Residential,4,53.27%,63.24%,108.92%,9.50%,27162.08,2.00%,0.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Experienced,A-,13,3
1785,Refinance,Land,0,50.00%,24.84%,36.23%,13.00%,10833.33,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,5
1786,Refinance,Mixed Use,3,62.05%,68.49%,73.11%,10.50%,3176.25,1.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,$10-40 Million,Experienced,A,10,1
1787,Refinance,Mixed Use,4,65.12%,0.00%,1000.00%,11.25%,6562.5,1.00%,0.00%,Suburban,Moderate,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,12,3
1788,Refinance,Land,0,50.00%,65.05%,120.97%,13.00%,32770.83,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$10-40 Million,Very Experienced,A,9,10
1789,Purchase,Mixed Use,6,73.85%,50.53%,70.82%,10.00%,1600,2.00%,0.00%,Urban,Low,Value-Add,No,620-649,Very Poor,< $10 Million,Very Experienced,B+,14,5
1790,Refinance(CEMA),Multi-Family,8,75.00%,66.89%,55.78%,9.50%,19593.75,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A,10,10
1791,Refinance(CEMA),Residential,3,59.09%,56.12%,79.60%,9.50%,13284.17,1.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,A,11,7
1792,Refinance,Residential,1,70.94%,64.06%,110.09%,9.50%,14250,2.50%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,$10-40 Million,Very Experienced,A-,13,10
1793,Purchase,Residential,1,77.93%,68.83%,84.94%,8.75%,1932.29,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,1
1794,Refinance,Mixed Use,3,70.00%,0.00%,75.00%,13.00%,2275,3.00%,2.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,3,1
1795,Refinance,Residential,2,80.00%,55.25%,89.11%,13.00%,2394.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,7,7
1796,Purchase,Land,0,47.50%,61.28%,76.11%,12.00%,2390,4.00%,2.00%,Urban,Low,Value-Add,Yes,620-649,Very Poor,< $10 Million,Moderate Experience,B+,14,1
1797,Refinance,Portfolio,0,67.20%,45.91%,110.52%,9.00%,2272.5,1.50%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Experienced,A-,12,1
1798,Purchase,Commercial,15,75.00%,0.00%,75.00%,11.00%,35750,1.25%,0.25%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B+,15,1
1799,Refinance(CEMA),Residential,3,53.43%,65.05%,105.71%,9.50%,23433.33,2.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,$10-40 Million,Moderate Experience,A,11,5
1800,Purchase,Mixed Use,4,71.26%,0.00%,74.90%,10.25%,3134.79,2.00%,0.00%,Urban,Hign,Stabilized,No,700-759,Good,< $10 Million,New to Market/Phase,A-,12,1
1801,Purchase,Residential,1,80.00%,61.96%,74.62%,9.50%,2501.67,0.50%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,< $10 Million,Moderate Experience,B-,17,1
1802,Purchase,Mixed Use,8,73.85%,69.09%,78.27%,8.75%,5541.67,1.00%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Very Experienced,A-,12,3
1803,Purchase,Multi-Family,10,72.86%,0.00%,0.00%,5.75%,1221.88,1.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,B+,14,2
1804,Purchase,Mixed Use,3,78.26%,67.25%,71.26%,8.75%,1961.46,1.00%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Very Experienced,A-,12,3
1805,Purchase,Residential,1,80.00%,57.30%,80.00%,9.00%,795,3.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,B+,14,1
1806,Purchase,Residential,4,59.23%,0.00%,0.00%,6.99%,897.05,1.50%,0.00%,Suburban,Hign,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A,10,2
1807,Refinance,Residential,4,75.36%,65.07%,99.33%,10.00%,1241.67,2.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Very Experienced,A,10,1
1808,Refinance,Mixed Use,4,65.49%,62.59%,102.97%,9.75%,6483.75,3.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Very Experienced,A,11,2
1809,Purchase,Residential,1,60.63%,52.60%,72.71%,8.65%,4454.75,1.25%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Moderate Experience,A,10,1
1810,Purchase,Residential,1,78.12%,64.00%,84.71%,8.50%,3060,2.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$41-100 Million,Very Experienced,A,8,1
1811,Purchase,Residential,2,75.36%,68.50%,79.34%,8.75%,3820.83,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,13,1
1812,Purchase,Multi-Family,7,79.35%,63.33%,80.19%,10.00%,1108.33,2.00%,0.00%,Suburban,Moderate,Value-Add,No,700-759,Good,< $10 Million,New to Market/Phase,B+,15,1
1813,Refinance,Residential,1,60.00%,47.22%,70.69%,8.75%,1239.58,2.00%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Experienced,B+,15,1
1814,Purchase,Residential,2,68.00%,58.50%,85.09%,8.75%,853.13,1.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Very Experienced,A,10,1
1815,Purchase,Mixed Use,24,70.00%,41.75%,60.37%,10.00%,5775,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A-,12,2
1816,Refinance,Residential,1,70.00%,0.00%,0.00%,5.60%,16333.33,3.90%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,2
1817,Purchase,Multi-Family,5,58.28%,0.00%,75.11%,9.75%,1373.13,2.00%,0.00%,Urban,Moderate,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,A,11,2
1818,Purchase,Mixed Use,3,64.29%,56.25%,64.33%,10.50%,787.5,2.00%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,No Experience,B,16,1
1819,Refinance,Land,0,60.00%,15.22%,32.38%,13.00%,2762.5,3.00%,2.00%,Urban,Low,Ground Up,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,6,7
1820,Refinance,Land,0,60.00%,15.83%,35.65%,13.00%,10887.5,3.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,5,7
1821,Refinance,Land,0,60.00%,16.48%,26.26%,13.00%,10887.5,3.00%,2.00%,Urban,Low,Ground Up,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,6,7
1822,Purchase,Multi-Family,8,61.17%,63.73%,80.00%,9.25%,22107.5,1.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,12,10
1823,Purchase,Land,0,38.94%,9.87%,15.44%,12.00%,1830,2.00%,1.25%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1824,Purchase,Land,0,35.19%,9.61%,15.44%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1825,Purchase,Land,0,37.35%,10.46%,16.83%,12.00%,1830,2.00%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,8,1
1826,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1827,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1828,Purchase,Portfolio,0,52.76%,40.32%,83.27%,9.00%,765,2.50%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,A-,12,1
1829,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,2.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1830,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,2.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1831,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,2.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1832,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1833,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1834,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,2.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1835,Purchase,Land,0,37.35%,10.46%,16.83%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1836,Purchase,Land,0,31.83%,8.51%,13.65%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1837,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1838,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,2.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1839,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,2.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1840,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1841,Purchase,Land,0,35.88%,10.00%,12.30%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1842,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1843,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1844,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1845,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1846,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1847,Purchase,Land,0,35.88%,10.00%,12.30%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1848,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1849,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1850,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1851,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1852,Purchase,Land,0,41.59%,10.76%,12.72%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1853,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1854,Purchase,Land,0,41.59%,10.76%,16.83%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1855,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1856,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1857,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1858,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1859,Purchase,Land,0,35.88%,10.00%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1860,Purchase,Land,0,34.53%,9.89%,16.10%,12.00%,1830,2.00%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
1861,Purchase,Residential,3,73.14%,66.54%,85.22%,8.75%,1261.46,1.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Very Experienced,A,11,3
1862,Refinance,Portfolio,0,74.29%,65.22%,66.27%,9.75%,999.38,2.00%,1.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B,16,2
1863,Refinance,Multi-Family,12,70.00%,65.33%,66.55%,9.50%,3103.33,1.50%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,13,10
1864,Refinance,Residential,1,55.17%,40.00%,63.90%,7.99%,10653.33,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,12,1
1865,Refinance,Land,0,60.00%,53.41%,94.74%,13.00%,39487.5,3.00%,2.00%,Urban,Low,Ground Up,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,6,7
1866,Refinance,Land,0,59.29%,57.00%,92.17%,13.00%,9880,3.00%,2.00%,Urban,Low,Ground Up,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,5,1
1867,Purchase,Mixed Use,2,74.67%,67.93%,80.00%,8.75%,13372.92,0.75%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,15,5
1868,Purchase,Commercial,1,71.52%,0.00%,71.85%,10.25%,32987.92,1.50%,0.00%,Urban,Low,Value-Add,Yes,620-649,Very Poor,< $10 Million,New to Market/Phase,C+,18,2
1869,Refinance,Mixed Use,3,70.00%,0.00%,700.00%,10.25%,896.88,2.50%,0.00%,Urban,Hign,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A,11,2
1870,Refinance,Portfolio,0,74.89%,0.00%,0.00%,6.05%,1699.04,1.50%,0.00%,Suburban,Hign,Stabilized,Yes,760-850,Excellent,< $10 Million,Experienced,A,10,2
1871,Purchase,Portfolio,0,63.64%,54.12%,79.52%,10.00%,766.67,1.00%,0.00%,Suburban,Low,Value-Add,Yes,620-649,Very Poor,< $10 Million,Experienced,B,16,5
1872,Purchase,Portfolio,0,67.20%,54.71%,80.00%,10.00%,1550,1.00%,0.00%,Suburban,Moderate,Value-Add,Yes,620-649,Very Poor,< $10 Million,Experienced,B+,15,5
1873,Purchase,Multi-Family,5,80.00%,56.36%,80.00%,9.00%,4650,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A-,13,1
1874,Purchase,Residential,1,80.00%,67.32%,80.00%,8.75%,20125,1.00%,0.25%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,1
1875,Purchase,Residential,1,70.83%,60.61%,84.79%,9.00%,3000,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,$10-40 Million,Experienced,A-,13,1
1876,Purchase,Commercial,1,65.00%,58.22%,68.95%,11.00%,13795.83,2.35%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Very Experienced,A,9,1
1877,Purchase,Residential,1,66.93%,54.64%,75.40%,9.00%,2827.5,3.00%,0.00%,Urban,Low,Value-Add,No,620-649,Very Poor,< $10 Million,No Experience,C+,18,5
1878,Purchase,Mixed Use,6,74.36%,0.00%,80.00%,8.75%,16537.5,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,9,1
1879,Refinance,Residential,1,75.20%,63.43%,95.24%,9.25%,2420.42,1.50%,0.00%,Suburban,Low,Value-Add,No,620-649,Very Poor,< $10 Million,Experienced,B-,17,1
1880,Purchase,Multi-Family,5,80.00%,56.45%,83.53%,8.75%,6380.21,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,1
1881,Refinance,Multi-Family,32,75.34%,65.53%,86.32%,11.00%,4390.83,1.50%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Very Experienced,B+,14,3
1882,Purchase,Residential,1,67.37%,68.62%,85.11%,9.00%,1672.5,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,12,1
1883,Purchase,Residential,1,81.79%,69.07%,81.26%,8.75%,2442.71,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,15,1
1884,Purchase,Residential,1,74.69%,62.12%,84.89%,8.75%,1925,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,B+,14,1
1885,Refinance,Residential,1,64.09%,69.06%,129.51%,8.75%,24675,1.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A-,12,1
1886,Purchase,Residential,1,68.10%,54.15%,74.89%,8.75%,1283.33,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
1887,Purchase,Residential,1,70.14%,70.22%,78.80%,8.00%,2106.67,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,9,1
1888,Purchase,Residential,2,80.00%,69.68%,74.41%,9.50%,17377.08,1.50%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Very Experienced,A-,13,10
1889,Refinance(CEMA),Residential,1,75.00%,0.00%,150.00%,8.75%,13671.88,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,1
1890,Purchase,Residential,2,72.98%,70.48%,75.82%,9.00%,3832.5,3.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,No Experience,B+,15,1
