Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LT2,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,target
711,0,3,1,31.63,8.78,19.61,12.00,46250,2.00,2.00,1,0,0,1,3,03,2,4,8,9,1
712,0,3,1,49.58,22.70,18.63,12.00,42000,2.00,2.00,1,0,0,1,3,03,2,4,8,10,1
713,0,2,33,72.59,59.83,65.14,13.00,38566.67,3.00,2.00,0,0,0,1,5,4,4,4,9,7,7
714,0,0,1,75.00,66.25,45.69,10.00,2208.33,2.00,0.50,1,0,0,0,3,03,1,2,6,15,1
715,1,1,11,66.96,33.61,80.00,10.00,18833.33,1.00,1.00,0,0,0,0,6,6,2,2,8,9,1
716,1,0,1,39.60,43.08,81.24,9.85,16851.71,1.00,0.85,0,0,0,1,5,4,1,2,8,9,1
717,0,0,1,59.20,62.23,75.97,12.00,27600,3.00,2.00,0,0,2,0,5,4,0,3,8-,13,1
718,0,2,100,69.95,46.37,51.78,11.00,40379.17,1.50,0.00,0,0,0,0,5,4,2,2,8,11,1
719,1,0,1,79.10,74.98,78.70,9.00,7732.5,1.00,0.25,0,0,0,1,6,6,1,2,8,11,1
720,0,0,1,62.14,33.79,59.77,10.00,14500,1.00,1.00,0,0,0,1,6,6,1,2,8,10,1
721,0,0,1,66.16,32.73,66.16,10.00,14416.67,1.00,1.00,0,0,0,1,6,6,1,2,8,10,1
722,0,0,1,50.00,57.14,80.00,13.00,2166.67,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
723,1,2,12,80.00,66.96,67.50,13.00,9067.5,1.00,2.00,0,0,0,1,5,4,4,4,8,8,1
724,1,2,14,50.00,59.70,73.29,10.25,5099.38,2.00,0.25,0,0,0,0,3,03,0,3,6,14,1
725,1,2,8,64.73,57.93,79.15,10.00,18633.33,2.25,1.00,0,0,0,1,4,23,2,2,8,11,1
726,0,0,1,70.00,62.71,160.34,9.25,10876.46,1.50,0.25,0,0,0,1,5,4,1,2,8-,12,1
727,0,3,1,62.99,0.00,169.23,12.00,44000,1.25,2.00,1,0,0,1,4,23,2,2,8-,12,6
728,1,0,2,77.27,0.00,85.00,9.25,4586.46,2.00,0.25,0,2,1,1,5,4,2,2,8,8,1
729,1,2,48,68.89,46.10,74.84,10.25,3681.46,1.50,1.25,0,1,0,0,5,4,1,2,8,10,1
730,0,0,1,70.00,52.88,45.88,13.00,1690,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
731,0,0,2,70.00,53.85,46.05,13.00,1895.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
732,0,0,1,70.43,57.88,49.61,13.00,2069.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
733,0,2,8,55.86,58.72,77.89,9.85,15784.63,2.25,0.85,0,0,0,1,5,4,1,2,8,10,1
734,0,0,1,70.00,0.00,58.98,9.50,3380.42,2.00,0.00,1,0,0,1,3,03,1,2,6,15,1
735,1,0,1,72.80,50.56,75.05,10.00,3033.33,2.50,0.50,0,0,0,0,4,23,0,3,6,15,1
736,0,2,8,68.92,64.23,61.79,10.50,39200,2.00,0.00,0,0,0,0,6,6,2,2,8,10,1
737,0,2,24,79.48,66.33,82.92,13.00,17246.67,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
738,0,2,24,79.48,66.33,82.92,13.00,17246.67,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
739,0,2,24,79.48,66.33,82.92,13.00,17246.67,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
740,0,2,24,79.48,66.33,82.92,13.00,17246.67,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
741,0,2,24,79.48,66.33,82.92,13.00,17246.67,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
742,0,2,24,79.48,66.33,82.92,13.00,17246.67,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
743,0,2,24,79.48,66.33,82.92,13.00,17246.67,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
744,1,2,84,41.11,48.72,82.45,13.00,38263.33,3.00,2.00,1,0,0,1,5,4,4,4,9,5,1
745,0,1,10,70.00,65.40,112.00,10.50,39200,2.00,0.75,0,0,0,1,5,4,1,3,8-,13,1
746,0,0,1,74.96,58.43,76.43,9.25,18014.38,2.50,0.25,1,0,0,0,5,4,1,2,8-,13,1
747,1,0,1,80.00,54.86,80.00,9.50,760,2.00,0.00,1,0,0,0,5,4,0,3,5,16,1
748,1,0,1,64.00,38.10,79.57,9.50,633.33,2.00,0.00,1,0,0,0,3,03,0,3,5,16,1
749,0,0,1,75.08,0.00,83.27,13.00,2480.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
750,1,2,7,57.00,58.63,73.53,10.00,13925,1.50,1.00,0,0,0,0,4,23,0,3,8-,13,1
751,1,1,4,28.00,25.25,59.55,9.50,3047.92,1.00,0.50,0,0,0,0,4,23,1,2,8,10,1
752,0,0,2,49.00,32.67,34.63,9.50,3879.17,1.50,0.75,0,0,0,0,6,6,1,2,8,8,1
753,0,0,1,71.21,0.00,0.00,10.50,41125,1.00,0.00,1,0,0,0,6,6,2,2,8,11,10
754,0,0,1,69.00,62.42,93.24,10.00,13783.33,1.00,1.25,1,0,0,1,5,4,2,2,8,11,1
755,0,1,8,75.00,66.36,63.48,9.75,5931.25,2.00,0.00,0,0,0,1,4,23,0,2,6,14,1
756,0,4,0,50.00,54.79,67.59,13.00,2166.67,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
757,0,4,0,50.00,54.79,85.71,13.00,2166.67,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
758,0,2,18,70.00,0.00,70.00,9.75,5403.13,2.00,0.75,0,0,0,1,4,23,4,2,8,10,1
759,0,0,1,62.39,63.59,75.89,9.75,3022.5,2.50,0.50,0,0,0,1,3,03,0,3,6,15,1
760,1,0,1,77.50,60.00,80.00,9.75,3900,2.00,0.00,1,0,0,0,5,4,0,3,6,15,1
761,1,0,4,79.05,67.02,71.51,10.25,10677.08,2.00,1.25,0,0,0,0,4,23,1,2,8-,13,1
762,1,0,2,80.00,56.80,85.54,10.00,1183.33,2.11,1.00,0,0,0,1,5,4,4,4,8,8,5
763,1,1,2,74.86,62.33,74.80,10.00,1558.33,2.00,1.00,0,0,0,1,5,4,3,4,8,8,5
764,1,1,3,78.67,66.18,82.17,10.00,1516.67,2.00,1.00,0,0,0,1,5,4,3,4,8,8,5
765,1,0,2,51.43,0.00,80.00,10.00,7500,1.00,1.00,0,0,0,1,6,6,2,2,8,8,1
766,0,2,48,50.00,14.04,29.41,13.00,13000,4.25,2.00,0,0,2,1,5,4,4,4,9,6,8
767,1,0,2,75.00,56.84,79.89,9.50,3554.58,1.00,0.50,0,0,0,0,5,4,1,2,8-,12,1
768,0,0,2,69.33,67.20,52.37,11.00,770,2.00,1.00,0,0,0,1,4,23,1,2,8-,12,1
769,1,2,6,37.50,35.29,80.00,13.00,2600,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
770,1,2,5,43.64,0.00,80.00,13.00,2600,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
771,1,0,1,51.00,0.00,80.47,13.00,1105,3.00,2.00,0,2,1,1,5,4,4,4,9,2,1
772,1,0,3,49.67,0.00,80.15,13.00,1614.17,3.00,2.00,0,2,1,1,5,4,4,4,9,2,1
773,1,2,45,58.18,54.15,81.65,13.00,42239.17,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
774,1,0,1,80.00,62.89,77.65,9.50,2414.58,2.00,0.00,1,0,0,1,3,03,0,3,3,18,1
775,1,4,0,23.70,44.51,83.65,12.00,20030,4.25,1.00,0,0,2,1,5,4,4,4,9,5,1
776,1,0,2,72.20,0.00,80.00,9.00,5550,1.00,0.00,0,0,0,1,5,4,0,3,6,14,1
777,0,2,30,70.00,43.76,145.44,10.50,43268.75,1.25,0.00,0,0,0,1,4,23,2,2,8-,12,1
778,0,2,15,70.00,65.90,122.38,10.00,10708.33,2.00,0.00,0,0,0,1,4,23,0,3,6,15,10
779,0,3,1,70.00,65.33,74.67,11.50,3756.67,2.00,1.50,0,0,0,1,4,23,0,3,6,15,10
780,0,3,1,75.00,65.00,78.47,10.00,13000,2.00,0.00,0,0,0,1,4,23,0,3,6,15,10
781,1,0,2,42.91,0.00,74.92,13.00,1278.33,3.00,2.00,0,2,1,1,5,4,4,4,9,1,1
782,1,0,3,34.00,0.00,74.59,13.00,1105,3.00,2.00,0,2,1,1,5,4,4,4,9,1,1
783,1,0,2,44.50,32.36,67.94,13.00,964.17,3.00,2.00,0,2,1,1,5,4,4,4,9,1,1
784,1,0,2,63.78,42.91,68.41,13.00,1278.33,3.00,2.00,0,2,1,1,5,4,4,4,9,3,1
785,1,0,2,44.50,32.36,67.94,13.00,964.17,3.00,2.00,0,2,1,1,5,4,4,4,9,1,1
786,1,0,2,54.18,0.00,80.15,13.00,1614.17,3.00,2.00,0,2,1,1,5,4,4,4,9,2,1
787,1,0,2,54.18,0.00,80.15,13.00,1614.17,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
788,1,0,2,54.18,0.00,80.15,13.00,1614.17,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
789,0,0,1,12.50,33.33,36.36,8.25,3437.5,0.10,0.00,1,0,0,1,4,23,1,2,8-,12,1
790,1,0,3,80.00,65.00,164.56,10.00,1625,2.00,1.00,0,0,0,1,6,6,1,2,8-,12,1
791,1,0,2,54.18,0.00,80.15,13.00,1614.17,3.00,2.00,0,2,1,1,5,4,4,4,9,2,1
792,1,0,1,13.33,28.57,38.83,8.25,687.5,0.10,0.00,1,0,0,1,6,6,1,2,8,9,1
793,0,0,4,74.60,67.28,89.34,9.50,21572.92,1.00,0.50,0,0,0,1,6,6,1,2,8,11,1
794,0,1,8,75.00,0.00,78.57,10.00,6875,2.00,0.00,0,2,1,1,4,23,0,3,8-,12,10
795,1,0,1,74.91,65.12,61.65,10.00,2333.33,2.00,0.00,0,0,0,1,6,6,0,3,8-,13,1
796,0,0,3,74.84,58.82,124.22,13.00,2166.67,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
797,0,0,2,75.38,51.33,527.72,13.00,1668.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
798,0,0,3,75.33,64.12,1159.45,13.00,2361.67,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
799,0,0,2,75.38,61.00,677.78,13.00,1982.5,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
800,1,0,2,78.22,67.83,27.56,9.25,3137.29,2.00,0.25,0,0,0,1,5,4,0,2,8-,13,1
801,0,5,0,69.62,64.17,98.72,10.00,3850,2.00,0.50,0,0,0,1,4,23,0,3,6,15,1
802,0,0,3,60.23,56.70,82.50,10.00,19491.67,1.25,0.00,0,0,0,1,5,4,4,2,8,8,1
803,0,0,2,60.23,56.70,150.90,10.00,19491.67,1.25,0.00,0,0,0,1,5,4,4,2,8,8,1
804,0,4,0,50.00,9.64,25.56,12.00,4000,2.00,2.00,1,0,2,1,6,6,1,2,8,11,1
805,0,2,8,75.00,67.95,87.60,10.00,27916.67,1.25,0.50,0,0,0,1,1,1,1,2,5,16,10
806,0,2,5,75.07,0.00,31.28,10.00,4691.67,2.00,0.00,0,0,0,1,4,23,1,2,8-,13,1
807,0,2,8,59.48,58.95,80.93,10.00,28000,1.25,0.00,0,0,0,1,3,03,1,2,8-,12,10
808,0,0,1,59.42,59.65,59.89,10.75,30458.33,1.50,0.00,1,0,0,1,5,4,1,2,8,11,1
809,0,2,24,66.59,67.33,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
810,0,2,24,66.59,67.33,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
811,0,2,24,60.10,62.15,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
812,0,2,24,52.43,55.72,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,5,2
813,0,2,24,60.10,62.15,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
814,0,2,24,60.10,62.15,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
815,0,2,24,74.67,68.73,38.77,13.00,16380,3.00,2.00,0,0,0,1,5,4,4,4,9,7,2
816,0,2,24,63.18,64.64,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
817,0,2,24,63.18,64.64,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
818,0,2,24,68.44,68.77,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
819,0,2,8,71.26,0.00,56.36,9.50,12270.83,1.00,0.50,0,0,0,1,4,23,0,3,6,15,1
820,1,0,2,70.00,0.00,70.00,9.00,6300,1.00,0.00,1,0,0,1,6,6,1,3,8-,13,1
821,1,2,10,74.23,66.31,137.78,10.25,26479.17,1.00,0.00,0,0,0,0,5,4,0,3,6,14,1
822,0,0,1,80.00,0.00,76.67,9.50,3641.67,1.00,0.00,0,2,1,0,4,23,1,2,8,11,1
823,0,0,1,80.00,0.00,66.67,9.50,3166.67,1.00,0.00,0,2,1,0,5,4,1,2,8,10,1
824,0,2,12,69.88,0.00,63.29,9.00,10875,1.00,0.00,0,2,1,1,3,03,1,2,8,11,1
825,0,4,0,49.98,16.98,17.27,12.00,15070,2.00,2.00,1,0,2,1,5,4,0,3,6,14,1
826,0,2,64,69.91,66.31,110.85,10.00,15666.67,0.37,1.00,0,0,0,1,3,03,1,4,8-,12,1
827,1,0,2,78.93,0.00,80.00,9.00,4440,1.00,0.00,0,0,0,1,5,4,0,3,6,14,1
828,1,0,2,60.00,43.90,51.58,10.00,3750,2.00,1.00,0,0,1,0,4,23,0,4,8,8,2
829,0,2,24,74.67,68.73,35.29,13.00,16380,3.00,2.00,0,0,0,1,5,4,4,4,9,7,2
830,0,2,24,63.18,64.64,37.72,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
831,0,2,24,63.18,64.64,91.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
832,0,2,24,63.18,64.64,37.72,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
833,1,2,8,34.94,51.47,80.00,9.75,8677.5,1.75,0.75,0,0,0,1,5,4,1,2,8,9,1
834,1,2,10,71.36,59.47,167.79,9.50,18596.25,1.00,0.00,0,0,0,1,5,4,0,3,6,14,1
835,1,0,1,66.50,65.30,81.84,9.50,2390.83,2.00,0.50,0,0,0,1,5,4,0,3,8-,13,1
836,1,0,2,80.00,63.60,106.00,9.85,2610.25,2.00,0.35,0,0,0,0,5,4,0,3,6,15,1
837,1,0,2,82.50,66.84,27.22,9.00,9525,1.00,0.25,0,0,0,1,4,23,2,2,8-,13,1
838,0,1,7,74.99,55.65,76.67,5.25,15093.75,0.10,0.00,1,0,0,1,5,4,2,4,8,10,1
839,1,3,5,45.88,0.00,75.00,11.75,19093.75,2.00,1.00,0,2,1,0,4,23,3,2,9,5,1
840,0,2,16,62.68,52.40,203.06,5.25,14214.38,0.10,0.00,0,0,0,1,4,23,4,2,9,7,1
841,1,4,0,50.00,18.33,70.97,11.25,10312.5,2.25,1.00,0,0,2,1,4,23,1,2,8-,12,1
842,1,0,3,12.00,29.13,39.47,8.25,1031.25,0.10,0.00,0,0,0,1,6,6,1,2,8,8,2
843,0,0,4,56.90,59.88,71.34,9.50,7821.67,1.50,0.25,0,0,0,0,4,23,0,3,8-,13,10
844,1,1,19,74.30,49.68,125.00,10.25,3331.25,2.00,0.00,0,1,0,0,4,23,0,3,6,14,10
845,0,0,4,70.00,0.00,70.00,9.00,1837.5,1.50,0.00,0,2,1,0,5,4,0,3,8,11,1
846,0,2,10,63.24,64.71,194.12,9.75,2681.25,1.50,0.75,0,1,0,0,5,4,0,3,8-,12,10
847,0,2,24,63.18,64.64,41.44,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
848,0,2,24,63.18,64.64,37.72,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
849,0,2,24,68.44,68.77,37.72,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
850,0,2,24,60.10,62.15,37.72,13.00,17506.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,2
851,1,0,1,67.14,47.36,79.86,9.50,20622.92,1.00,0.50,1,0,0,1,6,6,2,2,8,10,1
852,0,4,0,75.00,65.00,15.76,11.75,12347.29,1.57,1.00,0,0,2,1,5,4,2,2,8-,12,1
853,0,4,0,75.00,65.00,14.01,11.75,12347.29,1.58,1.00,0,0,2,1,5,4,2,2,8-,12,1
854,0,4,0,75.00,65.00,14.01,11.75,12347.29,1.58,1.00,0,0,2,1,5,4,2,2,8-,12,1
855,0,4,0,75.00,65.00,14.01,11.75,12347.29,1.58,1.00,0,0,2,1,5,4,2,2,8-,12,1
856,0,4,0,75.00,65.00,15.76,11.75,12347.29,1.58,1.00,0,0,2,1,5,4,2,2,8-,12,10
857,1,4,0,33.41,12.16,80.00,12.00,45600,4.25,2.00,0,0,2,1,5,4,4,4,9,5,7
858,0,0,1,50.00,59.46,550.00,13.00,2383.33,3.00,2.00,0,0,2,1,5,4,4,4,9,5,1
859,1,0,1,77.42,64.72,78.92,10.75,23829.17,2.00,1.25,1,0,0,1,4,23,1,3,6,15,6
860,0,0,1,61.33,62.10,94.49,10.00,2716.67,0.10,0.50,1,0,0,1,3,03,1,3,6,15,1
861,0,0,1,71.43,55.56,65.79,8.75,1822.92,2.00,0.00,0,0,0,0,4,23,0,3,6,15,1
862,1,3,1,57.53,0.00,70.00,12.00,4200,1.50,2.00,0,0,0,0,3,03,0,4,8,11,10
863,1,0,2,55.03,0.00,82.00,8.25,2818.75,0.00,0.00,1,2,0,1,5,4,1,4,9,7,1
864,1,0,2,80.00,67.48,81.00,9.00,4125,1.00,0.25,0,0,0,1,5,4,1,2,8-,13,1
865,1,0,2,78.12,63.20,85.10,9.00,3555,1.00,0.25,0,0,0,1,5,4,1,2,8-,12,1
866,1,0,1,75.03,0.00,60.44,9.75,4420,2.00,0.25,0,0,0,0,5,4,0,3,6,14,1
867,1,0,2,74.15,56.88,86.50,9.00,7785,1.00,0.00,0,0,0,1,4,23,1,2,8-,13,1
868,0,0,3,66.67,66.18,300.00,13.00,2437.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
869,0,2,33,75.00,40.83,153.13,10.50,42875,1.00,0.00,0,0,0,1,4,23,0,3,6,15,1
870,0,0,3,80.00,67.86,78.77,9.50,3760.42,1.20,0.00,1,0,0,1,4,23,4,2,8-,12,1
871,1,2,10,63.00,65.36,79.84,13.00,1982.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
872,1,4,0,48.33,16.11,50.22,13.00,628.33,4.00,2.00,0,0,2,1,5,4,4,4,9,5,1
873,1,4,0,49.50,22.00,50.00,13.00,1072.5,4.00,2.00,0,0,2,1,5,4,4,4,9,6,1
874,1,4,0,37.60,13.06,19.30,13.00,509.17,4.00,2.00,0,0,2,1,5,4,4,4,9,5,7
875,1,4,0,15.00,38.03,75.13,13.00,1462.5,4.00,2.00,0,0,2,1,5,4,4,4,9,5,1
876,1,4,0,15.00,38.03,472.03,13.00,1462.5,4.00,2.00,0,0,2,1,5,4,4,4,9,5,1
877,1,4,0,14.00,37.75,75.49,13.00,1451.67,4.00,2.00,0,0,2,1,5,4,4,4,9,5,1
878,1,4,0,15.00,38.03,75.59,13.00,1462.5,4.00,2.00,0,0,2,1,5,4,4,4,9,5,1
879,1,4,0,10.00,36.62,76.56,13.00,1408.33,4.00,2.00,0,0,2,1,5,4,4,4,9,5,1
880,1,4,0,15.00,38.03,75.59,13.00,1462.5,4.00,2.00,0,0,2,1,5,4,4,4,9,5,1
881,1,4,0,18.00,38.87,75.18,13.00,1495,4.00,2.00,0,0,2,1,5,4,4,4,9,5,1
882,1,0,1,84.78,66.84,78.37,9.50,5185.42,1.00,0.00,1,0,0,1,6,6,1,2,8-,13,1
883,0,2,10,64.00,64.52,111.11,10.00,16666.67,2.00,0.00,1,0,0,0,5,4,0,3,6,14,2
884,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
885,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
886,0,3,1,64.97,0.00,100.00,13.00,11613.33,3.00,2.00,0,2,1,1,5,4,4,4,9,3,1
887,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
888,1,0,1,79.47,62.87,77.66,9.00,10020,1.00,0.00,0,2,0,1,4,23,0,3,8-,13,1
889,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
890,1,0,1,44.74,51.72,60.85,8.25,5156.25,0.10,0.00,1,0,0,1,4,23,1,2,8,11,1
891,1,0,1,76.86,65.10,79.23,9.25,2458.96,2.00,0.00,0,0,0,1,5,4,2,2,8,11,1
892,1,0,1,70.15,0.00,65.72,10.75,14718.54,4.00,1.00,1,0,0,0,6,6,0,3,6,14,1
893,1,3,1,70.00,0.00,65.80,11.75,6442.92,4.00,1.00,1,0,1,0,6,6,0,3,8-,13,1
894,1,0,2,19.00,0.00,50.80,13.00,205.83,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
895,1,4,0,77.76,17.44,21.68,11.50,3986.67,2.00,1.50,0,0,2,1,5,4,1,2,8-,13,1
896,1,0,1,80.00,68.33,82.00,10.00,2733.33,3.00,0.00,0,0,0,1,5,4,4,4,8,8,1
897,0,4,0,54.71,25.90,152.50,11.00,5591.67,0.10,1.00,0,0,2,1,5,4,1,2,8,11,7
898,0,0,2,62.22,46.67,560.00,9.75,2275,1.00,0.00,0,0,0,1,5,4,1,2,8,11,1
899,1,2,5,46.48,51.00,78.46,13.00,3315,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
900,1,2,6,48.43,50.31,89.44,13.00,3542.5,3.00,2.00,0,1,0,1,5,4,4,4,9,3,1
901,1,4,0,32.75,42.32,90.54,13.00,2177.5,3.00,2.00,0,0,2,1,5,4,4,4,9,5,1
902,1,0,2,60.69,42.91,67.43,13.00,1278.33,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
903,1,2,10,55.00,57.89,84.58,13.00,5644.17,3.00,2.00,0,1,0,1,5,4,4,4,9,4,1
904,1,0,2,80.00,66.67,100.00,9.00,3450,1.00,0.00,0,0,0,1,5,4,1,2,8-,13,1
905,1,0,1,56.96,56.96,80.00,9.50,6966.67,1.75,0.50,0,0,0,0,5,4,0,2,8-,13,1
906,1,0,1,51.20,61.82,86.44,13.00,1105,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
907,1,0,3,52.80,42.57,85.05,13.00,1614.17,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
908,1,0,3,57.14,44.12,83.33,13.00,1625,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
909,1,0,4,58.67,54.57,63.67,13.00,2069.17,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
910,0,0,1,70.21,0.00,100.00,13.00,1787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
911,0,0,1,70.21,0.00,100.00,13.00,1787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
912,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
913,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
914,1,0,1,76.53,66.73,102.23,10.00,3058.33,0.10,0.50,1,0,0,1,2,1,1,2,5,16,1
915,0,4,0,55.06,36.17,267.50,12.00,32100,1.06,2.00,1,0,2,1,5,4,0,2,8-,13,1
916,0,0,1,70.21,0.00,100.00,13.00,1787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
917,1,0,1,62.44,62.44,80.00,9.50,2026.67,2.00,0.00,0,0,0,0,6,6,0,4,8,9,10
918,0,1,7,75.17,66.45,50.66,10.50,2703.75,2.00,1.00,1,0,0,0,6,6,0,2,8-,13,1
919,0,3,7,70.37,64.48,65.88,12.00,8400,2.00,2.00,0,0,2,0,6,6,1,3,8-,13,3
920,1,0,1,69.54,63.56,85.17,9.00,2145,2.00,0.00,1,2,1,1,3,03,0,3,6,14,7
921,0,0,1,70.00,0.00,700.00,10.75,1567.71,2.78,1.75,0,2,1,1,3,03,2,2,8,10,1
922,1,0,2,82.00,66.52,78.77,9.00,3367.5,1.00,0.25,0,2,1,1,5,4,1,2,8,10,1
923,0,2,32,69.44,65.22,93.75,10.00,6250,2.00,0.25,0,0,0,1,3,03,0,3,6,15,1
924,1,0,1,80.00,53.33,80.00,9.00,1200,2.00,0.00,2,0,0,1,6,6,0,3,5,16,1
925,0,2,6,70.06,65.95,185.63,10.00,10441.67,1.00,0.00,0,0,0,1,4,23,0,3,6,15,5
926,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
927,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
928,0,0,1,70.21,0.00,100.00,13.00,1787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
929,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
930,0,0,1,70.21,0.00,100.00,13.00,1787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
931,0,0,1,70.21,0.00,100.00,13.00,1787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
932,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
933,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
934,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
935,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
936,1,0,2,75.08,65.07,75.08,10.00,4066.67,1.50,1.00,0,2,1,1,3,03,0,3,8-,13,10
937,1,0,1,74.72,63.96,83.89,9.00,2422.5,2.00,0.00,1,0,0,1,3,03,0,3,5-,17,1
938,0,0,2,66.00,56.59,87.66,9.00,2610,1.50,0.25,0,0,0,0,4,23,0,2,8-,13,1
939,1,0,1,68.00,55.33,83.00,9.00,1245,2.00,0.00,1,0,0,1,3,03,1,2,6,14,1
940,1,3,1,64.94,0.00,50.95,11.00,15180,3.00,1.00,0,0,0,0,5,4,0,3,8-,12,1
941,0,0,3,71.86,65.93,114.29,9.50,4750,1.00,0.00,0,0,0,1,6,6,1,2,8,10,7
942,0,0,3,67.42,0.00,114.29,9.50,4750,1.00,0.75,0,0,0,1,6,6,1,2,8,10,1
943,1,0,2,78.24,61.81,112.87,9.00,9735,1.00,0.00,0,0,0,1,4,23,1,2,8-,13,1
944,1,0,2,80.00,56.30,110.64,9.00,2850,2.00,0.00,0,0,0,1,3,03,1,2,6,15,1
945,1,0,1,75.00,47.76,120.83,9.00,1522.5,2.00,0.00,1,0,0,1,3,03,1,2,6,15,7
946,1,1,3,62.55,55.48,75.06,9.50,2525.42,2.00,0.00,0,0,0,0,3,03,0,3,6,15,1
